id,jcn,seccode,edinetcode,name_jp,name_eng
2502,2080401001323,7952,E02363,河合楽器製作所,"KAWAI MUSICAL INSTRUMENTS MANUFACTURING CO.,LTD."
2503,9470001002353,2156,E05701,セーラー広告,SAYLOR ADVERTISING.INC.
2504,1290801002603,5332,E01138,ＴＯＴＯ,TOTO LTD.
2505,5290801007284,6059,E26454,ウチヤマホールディングス,"UCHIYAMA HOLDINGS Co., Ltd."
2506,3011401006846,7734,E02285,理研計器,"RIKEN KEIKI CO., LTD."
2507,7122001020132,4365,E00888,松本油脂製薬,"MATSUMOTO YUSHI-SEIYAKU CO.,LTD."
2508,1010001034978,8032,E02510,日本紙パルプ商事,"Japan Pulp & Paper Co., Ltd."
2509,4230001010335,4242,E00871,タカギセイコー,TAKAGI SEIKO CORPORATION
2510,8290001005441,,E04411,テレビ西日本,Television Nishinippon Corporation
2511,9120101039586,,E04351,関西国際空港土地保有,"KANSAI INTERNATIONAL AIRPORT LAND COMPANY,LTD."
2512,6110001015567,7841,E01459,遠藤製作所,"ENDO MANUFACTURING CO.,LTD."
2513,7010501028268,1847,E00117,イチケン,"ICHIKEN Co., Ltd."
2514,4190001009381,6325,E01617,タカキタ,"TAKAKITA CO., LTD."
2515,2010001035562,9311,E04323,アサガミ,ASAGAMI CORPORATION
2516,9380001014473,9675,E00033,常磐興産,"Joban Kosan Co.,Ltd."
2517,3010001108219,1662,E00041,石油資源開発,"Japan Petroleum Exploration Co., Ltd."
2518,3010601025111,6368,E01571,オルガノ,ORGANO CORPORATION
2519,4011501015399,7913,E00694,図書印刷,"Tosho Printing Company,Limited"
2520,4010601027156,9896,E02732,ＪＫホールディングス,"JK Holdings Co., Ltd."
2521,5180001041871,4681,E03969,リゾートトラスト,"RESORTTRUST,INC."
2522,3010001025868,9792,E04930,ニチイ学館,"NICHIIGAKKAN CO.,LTD."
2523,6120001005889,6637,E01764,寺崎電気産業,"TERASAKI ELECTRIC CO.,LTD."
2524,3080001002092,4678,E04991,秀英予備校,"SHUEI YOBIKO Co., Ltd."
2525,4011101053436,,E31672,ユリアインターナショナル,"Yuria International Co.,Ltd"
2526,5010601029770,3315,E00030,日本コークス工業,"NIPPON COKE & ENGINEERING COMPANY,LIMITED"
2527,3030001011684,5989,E02222,エイチワン,"H-ONE CO.,LTD."
2528,5020001005867,7836,E02096,アビックス,"AVIX,Inc."
2529,6010401021134,2899,E00469,永谷園ホールディングス,"NAGATANIEN HOLDINGS CO.,LTD."
2530,7120001059653,9069,E04179,センコーグループホールディングス,"SENKO Group Holdings Co., Ltd."
2531,9011101039728,3179,E27051,シュッピン,"Syuppin Co., Ltd."
2532,3030001060211,3465,E31979,ケイアイスター不動産,"KI-STAR REAL ESTATE CO.,LTD"
2533,6430001008290,4650,E04704,ＳＤエンターテイメント,"SD ENTERTAINMENT,Inc."
2534,5010701002074,5939,E01425,大谷工業,"OTANI KOGYO CO.,LTD."
2535,2010001079907,6616,E30479,トレックスセミコンダクター,TOREX SEMICONDUCTOR LTD.
2536,9010001064753,3341,E05422,日本調剤,"NIHON CHOUZAI Co., Ltd."
2537,4130001018066,9319,E04304,中央倉庫,"Chuo Warehouse Co.,Ltd."
2538,5130001014766,4406,E00882,新日本理化,"New Japan Chemical Co., Ltd."
2539,3120001072817,4323,E05236,日本システム技術,"Japan System Techniques Co., Ltd."
2540,2010001119497,5288,E01222,アジアパイルホールディングス,ASIA PILE HOLDINGS CORPORATION
2541,9011401004118,6850,E02286,チノー,Chino Corporation
2542,6011301006506,1906,E00231,細田工務店,HOSODA CORPORATION
2543,6180001018506,1870,E00148,矢作建設工業,"YAHAGI CONSTRUCTION CO.,LTD."
2544,2011101020140,7456,E02821,松田産業,"MATSUDA SANGYO Co.,Ltd."
2545,6290801002202,9035,E04222,第一交通産業,"DAIICHI KOUTSU SANGYO Co.,Ltd."
2546,4010401050341,7862,E00726,トッパンフォームズ,"TOPPAN FORMS CO., LTD."
2547,5011601005828,7863,E00734,平賀,"HIRAGA CO., LTD."
2548,6021001028329,6772,E01811,東京コスモス電機,"Tokyo Cosmos Electric Co., Ltd."
2549,6011001005923,3528,E00568,プロスペクト,"Prospect Co., Ltd."
2550,8120001077571,4524,E00941,森下仁丹,"MORISHITA JINTAN CO., LTD."
2551,6120001077581,7460,E02825,ヤギ,"YAGI & CO.,LTD."
2552,5140001035506,4102,E00791,丸尾カルシウム,"Maruo Calcium Co., Ltd."
2553,1010701024964,6879,E01862,ＩＭＡＧＩＣＡＧＲＯＵＰ,IMAGICA GROUP Inc.
2554,7020001070810,7726,E02269,黒田精工,KURODA PRECISION INDUSTRIES LTD.
2555,1011001035512,2121,E05617,ミクシィ,"mixi, Inc."
2556,4010401068672,8709,E03821,インヴァスト証券,"INVAST SECURITIES CO.,LTD."
2557,3120001067115,8117,E02642,中央自動車工業,CENTRAL AUTOMOTIVE PRODUCTS LTD.
2558,6011001065843,8893,E03994,新日本建物,"SHIN-NIHON TATEMONO CO.,LTD."
2559,6010801021964,6620,E25665,宮越ホールディングス,"Miyakoshi Holdings, Inc."
2560,2010001142672,2117,E25648,日新製糖,"Nissin Sugar Co., Ltd."
2561,4010801012065,6941,E01979,山一電機,"YAMAICHI ELECTRONICS CO.,LTD."
2562,1180001012595,7245,E02175,大同メタル工業,"Daido Metal Co., Ltd."
2563,5010501016027,4222,E00839,児玉化学工業,"KODAMA CHEMICAL INDUSTRY CO.,LTD."
2564,4060001017356,2293,E00343,滝沢ハム,"TAKIZAWA HAM CO.,LTD."
2565,3010401035013,2393,E05381,日本ケアサプライ,"Nippon Care Supply Co.,Ltd."
2566,5110001023736,2221,E00386,岩塚製菓,"IWATSUKA CONFECTIONERY CO.,LTD."
2567,2180001040422,4298,E05210,プロトコーポレーション,PROTO CORPORATION
2568,5011001005222,7733,E02272,オリンパス,OLYMPUS CORPORATION
2569,7011101019888,6419,E02424,マースグループホールディングス,Mars Group Holdings Corporation
2570,4120001072725,8877,E03977,エスリード,ESLEAD CORPORATION
2571,3470001000263,6832,E02051,アオイ電子,"AOI ELECTRONICS CO.,LTD."
2572,7290001015268,6998,E01907,日本タングステン,"Nippon Tungsten Co.,Ltd."
2573,4011101003936,7727,E02270,オーバル,OVAL Corporation
2574,6180001037514,5471,E01239,大同特殊鋼,"Daido Steel Co., Ltd."
2575,9012401011590,9733,E04824,ナガセ,Nagase Brothers Inc.
2576,1180001000443,9900,E03178,サガミホールディングス,Sagami Holdings Corporation
2577,7120001022181,6418,E01698,日本金銭機械,"JAPAN CASH MACHINE CO.,LTD."
2578,7120001077374,4528,E00945,小野薬品工業,"ONO PHARMACEUTICAL CO., LTD."
2579,8020001040291,7616,E03321,コロワイド,"COLOWIDE CO.,LTD."
2580,8120001077530,8078,E02554,阪和興業,"HANWA CO., LTD."
2581,5120001059639,4097,E00781,高圧ガス工業,"KOATSU GAS KOGYO CO., LTD."
2582,9011601000379,6857,E01950,アドバンテスト,ADVANTEST CORPORATION
2583,7010001084761,3431,E01461,宮地エンジニアリンググループ,"MIYAJI ENGINEERING GROUP,INC."
2584,9300001000183,8395,E03599,佐賀銀行,THE BANK OF SAGA LTD.
2585,1080401000672,6218,E01521,エンシュウ,ENSHU Limited
2586,9120901011562,6363,E01636,酉島製作所,"Torishima Pump Mfg.Co.,Ltd."
2587,7030001061800,7895,E02429,中央化学,"CHUO KAGAKU CO., LTD."
2588,5300001000526,6643,E01747,戸上電機製作所,"Togami Electric Mfg. Co., Ltd."
2589,3080001008932,2831,E00508,はごろもフーズ,HAGOROMO FOODS CORPORATION
2590,9120001106932,7185,E32109,ヒロセ通商,Hirose Tusyo Inc.
2591,8120001026363,9353,E04322,櫻島埠頭,"SAKURAJIMA FUTO KAISHA,LTD."
2592,8060001004788,6272,E01670,レオン自動機,"RHEON AUTOMATIC MACHINERY CO., LTD."
2593,3010001034778,1948,E02569,弘電社,"The Kodensha, Co., Ltd."
2594,6012401015768,9887,E03164,松屋フーズホールディングス,"MATSUYA FOODS HOLDINGS CO., LTD."
2595,5120001048955,,E03913,大阪木材会館,"OSAKA MOKUZAIKAIKAN CO.,LTD."
2596,4011001030931,7571,E03299,ヤマノホールディングス,YAMANO HOLDINGS CORPORATION
2597,4010001001752,8154,E02676,加賀電子,"KAGA ELECTRONICS CO.,LTD."
2598,7010001004224,7464,E03251,セフテック,"SAFTEC CO.,LTD."
2599,2013301031198,4581,E25678,大正製薬ホールディングス,"TAISHO PHARMACEUTICAL HOLDINGS CO., LTD."
2600,1370001003352,8341,E03545,七十七銀行,"The 77 Bank,Ltd."
2601,3011001043835,3661,E26332,エムアップホールディングス,"m-up holdings, Inc."
2602,1010001089262,4290,E05205,プレステージインターナショナル,Prestige International Inc.
2603,9040001044645,,E04367,成田国際空港,NARITA INTERNATIONAL AIRPORT CORPORATION
2604,6011101061073,8205,E03105,シャクリーグローバルグループ,"SHAKLEE GLOBAL GROUP, INC."
2605,4010001174821,6236,E32026,ＮＣホールディングス,"NC Holdings Co., Ltd."
2606,4010001036658,5975,E01382,東プレ,Topre Corporation
2607,9120001077174,3604,E00614,川本産業,KAWAMOTO CORPORATION
2608,9011101021173,4534,E00947,持田製薬,"Mochida Pharmaceutical Co.,Ltd."
2609,1010001034920,8803,E03858,平和不動産,"HEIWA REAL ESTATE CO.,LTD."
2610,8011101022577,8226,E02699,理経,RIKEI CORPORATION
2611,4120001074705,6246,E01628,テクノスマート,Techno Smart Corp.
2612,2500001000005,8541,E03663,愛媛銀行,"The Ehime Bank, Ltd."
2613,7010401009277,9006,E04089,京浜急行電鉄,Keikyu Corporation
2614,1013401001845,9687,E04856,ＫＳＫ,"KSK CO.,LTD."
2615,2010001008774,8802,E03856,三菱地所,"Mitsubishi Estate Company, Limited"
2616,8120001070948,3424,E01457,ミヤコ,"MIYAKO,Inc."
2617,3010501015419,,E04151,首都圏新都市鉄道,Metropolitan Intercity Railway Company
2618,3010401058435,9087,E04354,タカセ,TAKASE CORPORATION
2619,6140001010417,9362,E04342,兵機海運,"HYOKI KAIUN KAISHA,LTD."
2620,3010701014889,1721,E00322,コムシスホールディングス,COMSYS Holdings Corporation
2621,7020001006616,5991,E01367,日本発条,"NHK SPRING CO., LTD."
2622,6010001008688,,E03860,サンケイビル,"THE SANKEI BUILDING CO., LTD."
2623,6370301001357,7426,E02798,山大,Yamadai Corporation
2624,3230001000097,3951,E00714,朝日印刷,"ASAHI PRINTING CO.,LTD."
2625,3011101055078,1885,E00080,東亜建設工業,TOA CORPORATION
2626,5180001049428,4667,E04980,アイサンテクノロジー,"AISAN TECHNOLOGY CO.,LTD."
2627,3130001030352,7105,E02136,三菱ロジスネクスト,"Mitsubishi Logisnext Co., Ltd."
2628,5290001015146,7417,E02792,南陽,NANYO  CORPORATION
2629,5010001035460,,E03782,アーク証券,"ARK SECURITIES Co., Ltd."
2630,9010401031452,6413,E02410,理想科学工業,RISO KAGAKU CORPORATION
2631,1010401011081,6358,E01610,酒井重工業,"SAKAI HEAVY INDUSTRIES,LTD."
2632,1120001149666,5697,E01296,サンユウ,"SANYU CO.,LTD."
2633,3010401108149,7315,E27671,ＩＪＴＴ,"IJTT Co.,Ltd."
2634,1011001005060,9007,E04088,小田急電鉄,"Odakyu Electric Railway Co.,Ltd."
2635,9010001008685,5351,E01146,品川リフラクトリーズ,"SHINAGAWA REFRACTORIES CO.,LTD."
2636,7290001032412,4827,E05325,ビジネスワンホールディングス,"Business One Holdings,Inc."
2637,1120001073924,,E03697,アプラスフィナンシャル,"APLUS FINANCIAL Co., Ltd."
2638,7100001002441,,E04099,長野電鉄,"Nagano Electric Railway Co.,Ltd."
2639,4011501003552,3512,E00573,日本フエルト,"NIPPON FELT CO.,LTD."
2640,5010001008730,1515,E00036,日鉄鉱業,"Nittetsu Mining Co., Ltd."
2641,8070001009687,4570,E00986,免疫生物研究所,"Immuno-Biological Laboratories Co., Ltd."
2642,9120001035958,,E01021,ナリス化粧品,"NARIS COSMETICS CO.,LTD."
2643,9080001007508,9964,E01297,アイテック,ITEC CORPORATION
2644,9030001000302,7562,E03295,安楽亭,"ANRAKUTEI Co.,Ltd."
2645,2011001024084,2540,E00400,養命酒製造,"YOMEISHU SEIZO CO., LTD."
2646,9010001007828,7749,E02354,メディキット,"MEDIKIT CO.,LTD."
2647,5010001000002,5122,E01100,オカモト,"OKAMOTO INDUSTRIES, INC."
2648,3010601011400,7635,E02910,杉田エース,"SUGITA ACE CO.,LTD."
2649,8220001011999,7945,E02413,コマニー,COMANY INC.
2650,1010401029660,2201,E00369,森永製菓,"Morinaga & Co.,Ltd."
2651,6010001034924,2804,E00466,ブルドックソース,"BULL-DOG SAUCE CO.,LTD."
2652,8240001008325,5161,E01112,西川ゴム工業,"NISHIKAWA RUBBER CO.,LTD."
2653,7010001076791,8871,E03971,ゴールドクレスト,"GOLDCREST Co.,Ltd."
2654,9190001020763,,E27298,桑名カントリー倶楽部,"The Kuwana Country Club Co.,Ltd."
2655,2010001054158,7637,E03332,白銅,"Hakudo Co., Ltd."
2656,8010001034914,2608,E00430,ボーソー油脂,"BOSO OIL&FAT CO.,LTD."
2657,4011101020774,9928,E04877,ミロク情報サービス,"MIROKU JYOHO SERVICE CO.,LTD."
2658,4010701008411,6258,E01733,平田機工,HIRATA Corporation
2659,8190001012159,,E04629,六石ゴルフ倶楽部,"The Rokkoku Golf Club Co.,Ltd."
2660,1010001008825,9501,E04498,東京電力ホールディングス,"Tokyo Electric Power Company Holdings, Incorporated"
2661,7010001142692,6625,E25686,ＪＡＬＣＯホールディングス,JALCO Holdings Inc.
2662,2040001003186,1879,E00221,新日本建設,SHINNIHON CORPORATION
2663,4010901008153,8129,E02608,東邦ホールディングス,"TOHO HOLDINGS CO.,LTD."
2664,1020001086473,6773,E01794,パイオニア,PIONEER CORPORATION
2665,3010501026647,6412,E02403,平和,Heiwa Corporation
2666,1030001044117,6615,E32169,ユーエムシーエレクトロニクス,"UMC Electronics Co.,Ltd."
2667,2010001081053,8316,E03614,三井住友フィナンシャルグループ,"Sumitomo Mitsui Financial Group, Inc."
2668,8010001120391,,E23582,日本政策金融公庫,Japan Finance Corporation
2669,4011501004889,6800,E01808,ヨコオ,"YOKOWO CO.,LTD."
2670,4070001011201,9831,E03139,ヤマダホールディングス,"YAMADA HOLDINGS CO., LTD."
2671,7020001027926,9193,E04336,東京汽船,"Tokyo Kisen Co., Ltd."
2672,8010001008819,5423,E01261,東京製鐵,"TOKYO STEEL MANUFACTURING CO., LTD."
2673,2010001041478,8706,E03784,極東証券,"KYOKUTO SECURITIES CO., LTD."
2674,8010001008711,9708,E04539,帝国ホテル,"IMPERIAL HOTEL, LTD."
2675,3010801006704,6743,E01816,大同信号,"Daido Signal Co., Ltd."
2676,2120001028927,5915,E01362,駒井ハルテック,KOMAIHALTEC Inc.
2677,2010001008667,9130,E04251,共栄タンカー,"KYOEI TANKER CO., LTD."
2678,6010701009184,1883,E00061,前田道路,"MAEDA ROAD CONSTRUCTION CO., LTD."
2679,3290801004110,2435,E05478,シダー,"CEDAR.Co.,Ltd."
2680,5013201003278,7902,E02428,ソノコム,"SONOCOM CO.,LTD."
2681,7140001012494,4462,E00804,石原ケミカル,"ISHIHARA CHEMICAL CO.,LTD."
2682,6010001008696,8061,E02512,西華産業,SEIKA CORPORATION
2683,6140001008568,9885,E02727,シャルレ,"CHARLE CO.,LTD."
2684,2120001093269,5659,E01280,日本精線,"Nippon Seisen Co.,Ltd."
2685,9140001012831,9322,E04317,川西倉庫,"KAWANISHI WAREHOUSE CO.,LTD."
2686,9340001003199,,E04655,南国産業開発,"NANGOKU INDUSTRIAL DEVELOPMENT CO.,LTD."
2687,2060001002178,8999,E04044,グランディハウス,Grandy House Corporation
2688,7010001034865,9351,E04321,東洋埠頭,"TOYO WHARF & WAREHOUSE CO.,LTD."
2689,9400001000033,,E04385,アイビーシー岩手放送,"Iwate Broadcasting Co.,Ltd."
2690,7011001016291,9005,E04090,東急,TOKYU CORPORATION
2691,4010001134040,8737,E03733,あかつき本社,Akatsuki Corp.
2692,6030001085230,3011,E00585,バナーズ,"BANNERS CO.,LTD."
2693,3180001033524,1724,E05326,シンクレイヤ,SYNCLAYER INC.
2694,2010401062405,7192,E32803,日本モーゲージサービス,Mortgage Service Japan Limited
2695,9020001009369,6862,E01977,ミナトホールディングス,MINATO HOLDINGS INC.
2696,7010401008436,9698,E04849,クレオ,"CREO CO.,LTD."
2697,2140001076627,,E04752,小野観光開発,"Ono Kankokaihatsu Co.,Ltd"
2698,8010101001161,2411,E05417,ゲンダイエージェンシー,GENDAI AGENCY INC.
2699,2100001016611,,E15690,アルピコホールディングス,"ALPICO HOLDINGS CO.,LTD."
2700,5010101003020,6863,E02411,ニレコ,NIRECO CORPORATION
2701,3010401054921,3113,E00541,Ｏａｋキャピタル,Oak Capital Corporation
2702,2120001049642,6303,E01703,ササクラ,"Sasakura Engineering Co., Ltd."
2703,7010001089380,2763,E03405,エフティグループ,"FTGroup CO.,LTD."
2704,2010701020987,7575,E02881,日本ライフライン,"Japan Lifeline Co., Ltd."
2705,2011101016386,5729,E00026,日本精鉱,"NIHON SEIKO CO.,LTD."
2706,8180001008414,3058,E03487,三洋堂ホールディングス,Sanyodo Holdings Inc.
2707,3010001166927,,E32215,東京電力パワーグリッド,"TEPCO Power Grid, Incorporated"
2708,8140001028201,3397,E03468,トリドールホールディングス,TORIDOLL Holdings Corporation
2709,2010001008709,1815,E00065,鉄建建設,TEKKEN CORPORATION
2710,8011301017187,,E05434,ゴンゾ,GONZO K.K.
2711,8011001058176,2181,E21261,パーソルホールディングス,"PERSOL HOLDINGS CO.,LTD."
2712,6350001001824,8560,E03669,宮崎太陽銀行,"The Miyazaki Taiyo Bank, Ltd."
2713,5010001008813,,E03617,三井住友銀行,Sumitomo Mitsui Banking Corporation
2714,5012701004744,7762,E02281,シチズン時計,"Citizen Watch Co., Ltd."
2715,8100001021275,7885,E02435,タカノ,"TAKANO CO.,Ltd."
2716,4430001015751,1734,E00306,北弘電社,KITA KOUDENSHA Corporation
2717,7120001077473,3107,E00529,ダイワボウホールディングス,"Daiwabo Holdings Co.,Ltd."
2718,3020001043968,7717,E02334,ブイテクノロジー,"V Technology Co., Ltd."
2719,7013201005504,6135,E01496,牧野フライス製作所,"Makino Milling Machine Co., Ltd."
2720,5120001079182,9025,E04341,鴻池運輸,"Konoike Transport Co.,Ltd."
2721,5120001074101,,E32448,野村貿易,"NOMURA TRADING CO., LTD."
2722,5430001007277,9760,E04823,進学会ホールディングス,"SHINGAKUKAI HOLDINGS CO., LTD."
2723,7140001002355,2055,E00454,日和産業,"NICHIWA SANGYO CO., LTD."
2724,9012801002438,6951,E01905,日本電子,JEOL Ltd.
2725,2010001008717,5541,E01254,大平洋金属,"Pacific Metals Co., Ltd."
2726,9012401014057,6549,E33247,ディーエムソリューションズ,"DM Solutions Co.,Ltd"
2727,6010401038624,4064,E00777,日本カーバイド工業,"NIPPON CARBIDE INDUSTRIES CO.,INC."
2728,3120901012046,2288,E00458,丸大食品,"MARUDAI FOOD CO.,LTD."
2729,4122001020003,6804,E01815,ホシデン,Hosiden Corporation
2730,5120901000305,4628,E00916,エスケー化研,"SK KAKEN CO.,LTD."
2731,2010401078384,1514,E21342,住石ホールディングス,"Sumiseki Holdings,Inc."
2732,2010401054443,6507,E01743,シンフォニアテクノロジー,"SINFONIA TECHNOLOGY CO.,LTD."
2733,9310001001453,,E04390,長崎放送,"Nagasaki Broadcasting Co.,Ltd."
2734,3010701003801,,E01833,サンコーシヤ,SANKOSHA CORPORATION
2735,7011001041298,2876,E00488,デルソーレ,Delsole Corporation
2736,5120901008067,9791,E04932,ビケンテクノ,BIKEN TECHNO CORPORATION
2737,6011501017030,7980,E02383,重松製作所,"SHIGEMATSU WORKS CO.,LTD."
2738,2080101012372,7291,E02216,日本プラスト,"NIHON PLAST CO., LTD."
2739,8010501031238,8835,E00034,太平洋興発,TAIHEIYO KOUHATSU INCORPORATED
2740,5240001029984,7947,E02412,エフピコ,FP CORPORATION
2741,2120001059666,3101,E00525,東洋紡,"TOYOBO CO., LTD."
2742,7010701011370,5706,E00024,三井金属鉱業,"Mitsui Mining and Smelting Company, Limited"
2743,4010401028552,,E02565,三国商事,"MIKUNI SHOJI CO., LTD."
2744,4010401033255,7490,E02845,日新商事,"NISSIN SHOJI CO.,LTD."
2745,7010001008811,1926,E00098,ライト工業,"RAITO KOGYO CO., LTD."
2746,9010701005032,6302,E01533,住友重機械工業,"SUMITOMO HEAVY INDUSTRIES,LTD."
2747,5120001049004,1811,E00069,錢高組,THE ZENITAKA CORPORATION
2748,2120101021427,6391,E01529,加地テック,KAJI TECHNOLOGY CORPORATION
2749,9040001059420,6986,E01841,双葉電子工業,FUTABA CORPORATION
2750,9010001034863,5707,E01308,東邦亜鉛,"Toho Zinc Co.,Ltd."
2751,3080101001770,9890,E03166,マキヤ,"MAKIYA CO., LTD."
2752,2250001002992,4208,E01002,宇部興産,"Ube Industries,Ltd."
2753,7010001034849,6762,E01780,ＴＤＫ,TDK CORPORATION
2754,4010001054032,4307,E05062,野村総合研究所,"Nomura Research Institute, Ltd."
2755,8120001072952,6788,E02333,日本トリム,"NIHON TRIM CO.,LTD."
2756,3010001034877,3877,E00649,中越パルプ工業,"Chuetsu Pulp & Paper Co., Ltd."
2757,2370001002444,5484,E01245,東北特殊鋼,"Tohoku Steel Co.,Ltd."
2758,4180301006600,,E04118,豊橋鉄道,"Toyohashi Railroad Co.,Ltd."
2759,7140001061401,4237,E02348,フジプレアム,Fujipream Corporation
2760,9011101009961,3954,E00686,昭和パックス,SHOWA PAXXS CORPORATION
2761,1010701003241,5976,E01400,高周波熱錬,"Neturen Co., Ltd."
2762,1010001034953,8105,E02627,堀田丸正,"MARUSHOHOTTA CO.,LTD."
2763,5010001023779,5232,E01127,住友大阪セメント,"Sumitomo Osaka Cement Co.,Ltd."
2764,8030001003917,6957,E01960,芝浦電子,"SHIBAURA ELECTRONICS CO.,LTD."
2765,6010401023196,5262,E01157,日本ヒューム,NIPPON HUME CORPORATION
2766,6010001033273,8072,E02587,日本出版貿易,"JAPAN PUBLICATIONS TRADING CO., LTD."
2767,7070001009787,6125,E01493,岡本工作機械製作所,"OKAMOTO MACHINE TOOL WORKS,LTD."
2768,2020001019928,6912,E02004,菊水電子工業,KIKUSUI ELECTRONICS CORPORATION
2769,8010001052494,8147,E02668,トミタ,"TOMITA CO.,LTD."
2770,4180001038563,8071,E02684,東海エレクトロニクス,"TOKAI ELECTRONICS CO.,LTD."
2771,4010001034868,4116,E00902,大日精化工業,"DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD."
2772,5010001141787,9067,E04182,丸運,MARUWN CORPORATION
2773,6010001034957,8801,E03855,三井不動産,"Mitsui Fudosan Co., Ltd."
2774,7013301012607,4718,E05028,早稲田アカデミー,"WASEDA ACADEMY CO.,LTD."
2775,1010401029669,,E07846,森ビル,"MORI BUILDING Co., Ltd."
2776,9020001053623,6627,E24994,テラプローブ,"Tera Probe, Inc."
2777,1160001002490,4974,E02474,タカラバイオ,TAKARA BIO INC.
2778,2010001010887,8570,E04912,イオンフィナンシャルサービス,"AEON Financial Service Co., Ltd."
2779,6010001052315,5956,E02442,トーソー,"TOSO CO.,LTD."
2780,7010401018815,1905,E00232,テノックス,TENOX CORPORATION
2781,2010801012307,5013,E01080,ユシロ化学工業,"Yushiro Chemical Industry Co.,Ltd."
2782,3010001008666,8101,E02549,ＧＳＩクレオス,GSI Creos Corporation
2783,7021001000294,,E04100,江ノ島電鉄,"Enoshima Electric Railway Company,Limited."
2784,1120001019704,7877,E02441,永大化工,"EIDAI KAKO CO.,LTD."
2785,5120001077541,4538,E00953,扶桑薬品工業,"Fuso Pharmaceutical Industries, Ltd."
2786,2290001036343,6144,E01930,西部電機,"Seibu Electric & Machinery Co., Ltd."
2787,9010001008834,4205,E00821,日本ゼオン,ZEON CORPORATION
2788,8030001006457,6461,E01597,日本ピストンリング,"Nippon Piston Ring Co.,Ltd."
2789,7010001006880,6960,E02304,フクダ電子,"FUKUDA DENSHI CO., LTD."
2790,7010401024061,1808,E00090,長谷工コーポレーション,HASEKO Corporation
2791,6140001003305,2915,E00493,ケンコーマヨネーズ,"KENKO Mayonnaise Co.,Ltd."
2792,6010601038102,9304,E04286,澁澤倉庫,"The Shibusawa Warehouse Co., Ltd."
2793,3180001010829,5333,E01137,日本碍子,"NGK INSULATORS, LTD."
2794,7010701022392,7991,E02377,マミヤオーピー,"MAMIYA-OP CO., LTD."
2795,5240001012809,8379,E03585,広島銀行,"The Hiroshima Bank, Ltd."
2796,1010001053053,7399,E02447,ナンシン,"NANSIN CO., LTD."
2797,9010001011318,5019,E01084,出光興産,"Idemitsu Kosan Co.,Ltd."
2798,3011201000900,8848,E03943,レオパレス２１,LEOPALACE21 CORPORATION
2799,6010401088941,3034,E03476,クオールホールディングス,"Qol Holdings Co., Ltd."
2800,7010601012155,9009,E04091,京成電鉄,"Keisei Electric Railway Co.,Ltd."
2801,9120001002215,6351,E01662,鶴見製作所,"TSURUMI MANUFACTURING CO.,LTD."
2802,6140001063844,5603,E01269,虹技,KOGI CORPORATION
2803,3010401018661,1965,E00225,テクノ菱和,TECHNO RYOWA LTD.
2804,8010001133971,2892,E00442,日本食品化工,"NIHON SHOKUHIN KAKO CO., LTD."
2805,4120001049021,8012,E02552,長瀬産業,"NAGASE & CO., LTD."
2806,6120001088901,3944,E00664,古林紙工,"FURUBAYASHI SHIKO CO.,LTD."
2807,2120901007344,4574,E22560,大幸薬品,"TAIKO PHARMACEUTICAL CO.,LTD."
2808,8011201001183,,E04172,関東バス,"Kanto Bus Co., Ltd."
2809,3020001020736,6143,E01504,ソディック,"Sodick Co., Ltd."
2810,4120001001403,4623,E00909,アサヒペン,ASAHIPEN CORPORATION
2811,6010701001918,6644,E01752,大崎電気工業,"Osaki Electric Co., Ltd."
2812,3010401020709,,E03558,東京都民銀行,"The Tokyo Tomin Bank,Limited"
2813,4250001003329,4044,E00769,セントラル硝子,"Central Glass Co.,Ltd."
2814,1340001000162,2058,E00502,ヒガシマル,"HIGASHIMARU CO.,LTD."
2815,3100001001364,6967,E01957,新光電気工業,"SHINKO ELECTRIC INDUSTRIES CO., LTD."
2816,7020001074662,6331,E01536,三菱化工機,"Mitsubishi Kakoki Kaisha, Ltd."
2817,3011001006107,9930,E01398,北沢産業,"KITAZAWA SANGYO CO.,LTD."
2818,6011101020517,5261,E01156,リソルホールディングス,"RESOL HOLDINGS Co.,Ltd."
2819,9010001034797,8050,E02280,セイコーホールディングス,SEIKO HOLDINGS CORPORATION
2820,3120001179942,9325,E32990,ファイズホールディングス,PHYZ Holdings Inc.
2821,5011501004062,3137,E31574,ファンデリー,"Fundely Co., Ltd."
2822,3230001006466,,E01460,佐藤鉄工,"SATO TEKKO Co.,Ltd."
2823,5250001007270,8418,E03622,山口フィナンシャルグループ,"Yamaguchi Financial Group, Inc."
2824,9011101055980,8630,E23924,ＳＯＭＰＯホールディングス,"Sompo Holdings, Inc."
2825,6290001001120,1959,E00146,九電工,KYUDENKO CORPORATION
2826,7010001003408,7743,E02414,シード,"SEED Co., Ltd."
2827,4010001073486,8306,E03606,三菱ＵＦＪフィナンシャルグループ,"Mitsubishi UFJ Financial Group, Inc."
2828,3140001055984,,E03600,但馬銀行,"The Tajima Bank, Ltd."
2829,5030001044311,5185,E01113,フコク,"Fukoku Co.,Ltd."
2830,9010001034839,1921,E01394,巴コーポレーション,TOMOE CORPORATION
2831,8010401052268,3837,E05664,アドソル日進,Ad-Sol Nissin Corporation
2832,7010001065142,9432,E04430,日本電信電話,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
